loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage
LN101030,2021-05-01,251849.56,4.297,580-619,70-80,20-30,RI,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101031,2019-03-01,219799.5,3.61,700-739,60-70,20-30,CA,Refinance,Primary Residence,Townhouse,Servicer_A,2019
LN101032,2023-02-01,439942.18,6.874,700-739,70-80,0-20,FL,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN101033,2020-03-01,136412.46,3.155,700-739,70-80,0-20,TX,Refinance,Investment,Single Family,Servicer_B,2020
LN101034,2018-06-01,141011.88,4.373,620-659,0-60,40-50,WY,Purchase,Primary Residence,Multi Unit,Servicer_C,2018
LN101035,2023-03-01,142328.39,6.584,740-779,70-80,30-40,CT,Purchase,Primary Residence,Townhouse,Servicer_B,2023
LN101036,2024-04-01,205055.51,6.394,780+,60-70,40-50,VA,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN101037,2018-02-01,127196.9,6.131,580-619,80-90,20-30,IN,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN101038,2021-01-01,243409.84,2.645,740-779,60-70,0-20,WI,Purchase,Primary Residence,Condominium,Servicer_E,2021
LN101039,2023-10-01,228249.95,6.167,740-779,80-90,20-30,WY,Refinance,Second Home,Multi Unit,Servicer_A,2023
LN101040,2022-12-01,162207.7,5.973,660-699,70-80,20-30,NY,Refinance,Primary Residence,Single Family,Servicer_A,2022
LN101041,2023-12-01,404249.54,6.883,740-779,80-90,0-20,GA,Purchase,Primary Residence,Multi Unit,Servicer_D,2023
LN101042,2020-11-01,241951.1,2.299,740-779,0-60,30-40,SC,Purchase,Second Home,Single Family,Servicer_A,2020
LN101043,2020-08-01,448503.72,2.774,780+,90-100,40-50,CO,Purchase,Primary Residence,Condominium,Servicer_B,2020
LN101044,2022-12-01,224569.11,4.909,780+,70-80,20-30,KY,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101045,2019-01-01,246695.24,4.644,620-659,60-70,20-30,NY,Purchase,Primary Residence,Single Family,Servicer_C,2019
LN101046,2019-09-01,183447.88,3.694,700-739,60-70,20-30,AR,Purchase,Second Home,Multi Unit,Servicer_B,2019
LN101047,2022-03-01,249032.98,5.488,700-739,60-70,0-20,MD,Refinance,Primary Residence,Single Family,Servicer_D,2022
LN101048,2022-09-01,369883.52,4.952,660-699,60-70,20-30,SC,Purchase,Second Home,Multi Unit,Servicer_D,2022
LN101049,2018-11-01,199382.9,4.427,700-739,80-90,20-30,CA,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101050,2021-07-01,332482.59,2.241,780+,90-100,20-30,ME,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101051,2020-07-01,159884.25,4.041,580-619,70-80,20-30,AL,Refinance,Primary Residence,Townhouse,Servicer_D,2020
LN101052,2021-07-01,379531.93,3.412,700-739,70-80,30-40,NC,Purchase,Primary Residence,Condominium,Servicer_D,2021
LN101053,2024-09-01,181728.3,6.957,780+,70-80,0-20,AR,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN101054,2018-07-01,399368.62,4.81,700-739,80-90,0-20,IA,Purchase,Primary Residence,Condominium,Servicer_A,2018
LN101055,2024-12-01,258526.45,6.848,700-739,80-90,0-20,NE,Refinance,Primary Residence,Single Family,Servicer_C,2024
LN101056,2021-02-01,577082.64,2.294,780+,60-70,0-20,HI,Refinance,Primary Residence,Townhouse,Servicer_C,2021
LN101057,2023-05-01,132518.69,7.352,700-739,90-100,20-30,ID,Purchase,Investment,Single Family,Servicer_E,2023
LN101058,2020-12-01,111003.72,3.241,620-659,70-80,30-40,TN,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN101059,2020-03-01,178134.95,3.738,620-659,80-90,30-40,RI,Refinance,Primary Residence,Single Family,Servicer_D,2020
LN101060,2023-05-01,116737.16,7.14,780+,90-100,30-40,CA,Purchase,Primary Residence,Condominium,Servicer_C,2023
LN101061,2022-10-01,116857.67,5.476,660-699,80-90,20-30,TX,Purchase,Primary Residence,Multi Unit,Servicer_D,2022
LN101062,2019-01-01,351888.31,3.515,700-739,0-60,0-20,MS,Refinance,Investment,Townhouse,Servicer_C,2019
LN101063,2022-12-01,249426.08,5.944,620-659,70-80,20-30,DE,Purchase,Investment,Single Family,Servicer_D,2022
LN101064,2023-04-01,192027.08,6.695,700-739,0-60,20-30,VA,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN101065,2020-09-01,202073.5,2.622,780+,80-90,30-40,KY,Purchase,Investment,Single Family,Servicer_A,2020
LN101066,2024-06-01,180004.2,6.763,700-739,60-70,20-30,KY,Refinance,Primary Residence,Townhouse,Servicer_B,2024
LN101067,2022-06-01,619655.67,5.222,780+,80-90,0-20,DE,Refinance,Investment,Single Family,Servicer_D,2022
LN101068,2020-05-01,166822.9,4.348,660-699,90-100,20-30,VT,Purchase,Second Home,Condominium,Servicer_A,2020
LN101069,2018-01-01,120818.24,4.402,700-739,60-70,0-20,IA,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101070,2022-09-01,387334.54,4.828,780+,70-80,40-50,NJ,Refinance,Primary Residence,Multi Unit,Servicer_E,2022
LN101071,2019-06-01,222026.18,4.398,700-739,70-80,0-20,ID,Refinance,Second Home,Single Family,Servicer_E,2019
LN101072,2023-04-01,767229.86,6.895,660-699,70-80,0-20,VT,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN101073,2021-09-01,187175.71,2.0,780+,0-60,0-20,SC,Purchase,Primary Residence,Townhouse,Servicer_D,2021
LN101074,2021-04-01,398119.5,2.835,700-739,0-60,30-40,MT,Refinance,Primary Residence,Multi Unit,Servicer_A,2021
LN101075,2019-02-01,453352.26,4.263,700-739,70-80,20-30,LA,Purchase,Primary Residence,Condominium,Servicer_B,2019
LN101076,2022-12-01,187677.72,4.948,780+,70-80,30-40,NC,Purchase,Primary Residence,Townhouse,Servicer_C,2022
LN101077,2019-02-01,166143.94,4.161,660-699,70-80,20-30,MO,Purchase,Primary Residence,Condominium,Servicer_D,2019
LN101078,2020-12-01,375858.41,2.725,660-699,0-60,0-20,WV,Refinance,Primary Residence,Single Family,Servicer_B,2020
LN101079,2023-11-01,342972.91,7.992,580-619,70-80,30-40,ND,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN101080,2024-06-01,115079.75,7.11,700-739,60-70,0-20,AK,Purchase,Primary Residence,Condominium,Servicer_C,2024
LN101081,2024-12-01,134400.12,6.62,660-699,60-70,0-20,TN,Purchase,Primary Residence,Condominium,Servicer_B,2024
LN101082,2024-09-01,75000.0,6.717,740-779,80-90,20-30,GA,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN101083,2021-11-01,346860.85,2.994,660-699,60-70,0-20,KS,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101084,2019-05-01,216470.86,3.481,740-779,70-80,0-20,MI,Purchase,Primary Residence,Condominium,Servicer_D,2019
LN101085,2023-11-01,228669.6,7.534,660-699,90-100,30-40,HI,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN101086,2023-08-01,98609.41,6.943,700-739,70-80,20-30,WV,Refinance,Primary Residence,Condominium,Servicer_D,2023
LN101087,2024-12-01,136661.17,6.97,700-739,70-80,0-20,WI,Purchase,Primary Residence,Condominium,Servicer_D,2024
LN101088,2022-07-01,192209.04,4.597,740-779,0-60,20-30,DE,Refinance,Primary Residence,Single Family,Servicer_A,2022
LN101089,2018-12-01,172721.74,3.846,700-739,0-60,30-40,KY,Purchase,Second Home,Single Family,Servicer_B,2018
LN101090,2021-07-01,266739.03,2.839,700-739,0-60,0-20,ME,Purchase,Primary Residence,Single Family,Servicer_E,2021
LN101091,2021-02-01,344594.51,2.508,780+,80-90,0-20,ND,Purchase,Investment,Single Family,Servicer_A,2021
LN101092,2023-11-01,871092.2,7.561,700-739,80-90,30-40,NJ,Purchase,Primary Residence,Condominium,Servicer_C,2023
LN101093,2020-09-01,247262.75,3.825,660-699,60-70,30-40,ND,Purchase,Primary Residence,Condominium,Servicer_A,2020
LN101094,2020-04-01,461707.87,3.107,780+,60-70,40-50,AK,Purchase,Primary Residence,Townhouse,Servicer_D,2020
LN101095,2018-07-01,158376.62,4.158,700-739,60-70,20-30,MT,Refinance,Primary Residence,Single Family,Servicer_A,2018
LN101096,2023-11-01,99508.24,8.181,580-619,70-80,0-20,HI,Purchase,Primary Residence,Condominium,Servicer_C,2023
LN101097,2023-04-01,205962.69,7.071,700-739,70-80,20-30,ID,Refinance,Second Home,Single Family,Servicer_C,2023
LN101098,2018-04-01,103825.75,5.568,620-659,80-90,30-40,RI,Purchase,Second Home,Townhouse,Servicer_A,2018
LN101099,2021-01-01,252025.72,3.504,660-699,90-100,0-20,DE,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101100,2021-05-01,162749.33,2.994,740-779,60-70,20-30,AK,Purchase,Investment,Single Family,Servicer_D,2021
LN101101,2021-04-01,85337.3,3.56,620-659,70-80,0-20,MO,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101102,2024-06-01,649546.71,6.628,740-779,70-80,30-40,OR,Purchase,Primary Residence,Single Family,Servicer_E,2024
LN101103,2019-01-01,186010.29,2.879,780+,60-70,30-40,MT,Purchase,Second Home,Multi Unit,Servicer_D,2019
LN101104,2020-02-01,101572.24,3.453,740-779,90-100,20-30,FL,Purchase,Primary Residence,Single Family,Servicer_C,2020
LN101105,2019-04-01,409712.38,3.412,740-779,0-60,40-50,RI,Refinance,Primary Residence,Single Family,Servicer_C,2019
LN101106,2019-09-01,167456.4,4.029,740-779,80-90,40-50,MD,Purchase,Primary Residence,Condominium,Servicer_E,2019
LN101107,2024-05-01,455343.57,6.611,780+,80-90,0-20,OK,Refinance,Primary Residence,Single Family,Servicer_C,2024
LN101108,2024-08-01,167016.74,7.294,700-739,90-100,20-30,HI,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN101109,2018-04-01,185669.31,4.776,660-699,70-80,30-40,VA,Purchase,Primary Residence,Single Family,Servicer_D,2018
LN101110,2022-06-01,302208.86,5.476,700-739,60-70,0-20,IA,Purchase,Primary Residence,Single Family,Servicer_E,2022
LN101111,2019-08-01,346447.6,4.08,700-739,80-90,20-30,WI,Purchase,Primary Residence,Townhouse,Servicer_B,2019
LN101112,2019-05-01,381506.15,3.953,660-699,80-90,20-30,ME,Refinance,Investment,Single Family,Servicer_A,2019
LN101113,2020-01-01,237960.17,3.031,740-779,70-80,40-50,OR,Refinance,Primary Residence,Single Family,Servicer_C,2020
LN101114,2019-05-01,334353.93,5.097,580-619,80-90,20-30,MT,Purchase,Primary Residence,Single Family,Servicer_D,2019
LN101115,2021-06-01,376740.51,2.0,780+,60-70,30-40,AR,Purchase,Primary Residence,Townhouse,Servicer_B,2021
LN101116,2024-12-01,279156.89,6.783,660-699,70-80,20-30,CA,Refinance,Primary Residence,Townhouse,Servicer_D,2024
LN101117,2022-02-01,231134.31,6.825,580-619,80-90,0-20,MA,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN101118,2023-01-01,112905.22,7.281,620-659,60-70,30-40,GA,Purchase,Primary Residence,Condominium,Servicer_B,2023
LN101119,2021-06-01,347584.12,2.57,660-699,70-80,0-20,NM,Purchase,Second Home,Single Family,Servicer_C,2021
LN101120,2018-02-01,255866.66,5.075,660-699,90-100,0-20,CT,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN101121,2018-08-01,199132.85,6.291,580-619,80-90,20-30,NJ,Purchase,Primary Residence,Townhouse,Servicer_D,2018
LN101122,2019-11-01,504835.39,4.255,660-699,80-90,30-40,HI,Purchase,Primary Residence,Townhouse,Servicer_A,2019
LN101123,2019-09-01,113994.75,4.14,660-699,70-80,20-30,GA,Refinance,Second Home,Single Family,Servicer_D,2019
LN101124,2023-11-01,617501.13,7.523,700-739,90-100,0-20,ME,Purchase,Primary Residence,Townhouse,Servicer_B,2023
LN101125,2023-11-01,246956.11,6.849,700-739,0-60,20-30,NJ,Refinance,Primary Residence,Condominium,Servicer_E,2023
LN101126,2023-12-01,297702.87,7.117,700-739,70-80,0-20,MD,Refinance,Primary Residence,Condominium,Servicer_D,2023
LN101127,2022-06-01,201177.31,4.508,700-739,70-80,0-20,LA,Purchase,Primary Residence,Townhouse,Servicer_A,2022
LN101128,2021-11-01,99940.08,4.28,620-659,80-90,20-30,LA,Purchase,Primary Residence,Single Family,Servicer_E,2021
LN101129,2022-07-01,231522.13,7.131,580-619,90-100,0-20,KY,Purchase,Primary Residence,Multi Unit,Servicer_B,2022
LN101130,2020-11-01,300536.92,4.298,660-699,80-90,20-30,MA,Refinance,Primary Residence,Single Family,Servicer_C,2020
LN101131,2022-09-01,362630.68,4.855,740-779,70-80,30-40,TN,Purchase,Primary Residence,Single Family,Servicer_E,2022
LN101132,2023-07-01,224200.93,5.781,780+,70-80,30-40,NH,Refinance,Primary Residence,Single Family,Servicer_E,2023
LN101133,2023-05-01,75000.0,6.312,780+,70-80,20-30,MI,Purchase,Primary Residence,Townhouse,Servicer_C,2023
LN101134,2022-04-01,107076.89,5.257,700-739,70-80,20-30,PA,Purchase,Primary Residence,Single Family,Servicer_E,2022
LN101135,2018-05-01,772839.74,4.536,700-739,0-60,0-20,NE,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN101136,2023-01-01,137080.2,7.382,660-699,70-80,40-50,WV,Purchase,Primary Residence,Condominium,Servicer_A,2023
LN101137,2020-07-01,548034.43,3.034,740-779,80-90,0-20,NH,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN101138,2023-03-01,149562.33,6.688,740-779,80-90,0-20,HI,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN101139,2021-10-01,226130.03,2.817,780+,80-90,20-30,NH,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101140,2024-03-01,352596.89,6.263,780+,70-80,0-20,RI,Purchase,Primary Residence,Condominium,Servicer_B,2024
LN101141,2020-05-01,159230.68,3.008,700-739,70-80,0-20,HI,Purchase,Primary Residence,Single Family,Servicer_C,2020
LN101142,2024-07-01,600149.77,6.701,740-779,0-60,0-20,HI,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN101143,2023-11-01,260632.54,6.938,740-779,70-80,30-40,NJ,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN101144,2020-04-01,322121.53,3.685,660-699,70-80,30-40,VT,Purchase,Primary Residence,Multi Unit,Servicer_D,2020
LN101145,2021-05-01,215783.82,2.31,780+,60-70,30-40,KY,Refinance,Primary Residence,Townhouse,Servicer_A,2021
LN101146,2021-09-01,359156.09,2.718,620-659,0-60,30-40,MT,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101147,2023-05-01,595735.59,6.466,780+,80-90,20-30,NC,Purchase,Investment,Townhouse,Servicer_D,2023
LN101148,2022-10-01,232584.51,4.863,740-779,70-80,40-50,ND,Purchase,Primary Residence,Townhouse,Servicer_C,2022
LN101149,2023-12-01,647295.53,7.371,620-659,70-80,30-40,DE,Purchase,Primary Residence,Condominium,Servicer_E,2023
LN101150,2020-08-01,178588.31,2.559,740-779,60-70,30-40,MD,Refinance,Primary Residence,Single Family,Servicer_E,2020
LN101151,2021-07-01,380586.6,4.154,580-619,70-80,30-40,WY,Purchase,Investment,Single Family,Servicer_A,2021
LN101152,2021-01-01,327168.0,2.398,740-779,70-80,20-30,VT,Purchase,Primary Residence,Condominium,Servicer_C,2021
LN101153,2024-05-01,138898.13,6.206,740-779,70-80,20-30,RI,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN101154,2020-02-01,281197.21,3.227,740-779,70-80,20-30,AK,Purchase,Primary Residence,Single Family,Servicer_B,2020
LN101155,2022-02-01,251014.87,4.349,780+,0-60,0-20,MA,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN101156,2018-11-01,156366.91,5.54,620-659,90-100,20-30,AZ,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101157,2023-12-01,304405.98,7.146,660-699,0-60,0-20,KS,Purchase,Second Home,Condominium,Servicer_D,2023
LN101158,2020-09-01,270946.17,3.384,700-739,70-80,0-20,UT,Refinance,Primary Residence,Single Family,Servicer_C,2020
LN101159,2020-05-01,240215.9,3.848,620-659,60-70,40-50,MD,Purchase,Investment,Condominium,Servicer_D,2020
LN101160,2022-01-01,240746.21,5.431,700-739,70-80,30-40,FL,Purchase,Investment,Townhouse,Servicer_C,2022
LN101161,2021-06-01,237924.95,3.327,660-699,60-70,20-30,OR,Refinance,Investment,Single Family,Servicer_A,2021
LN101162,2023-12-01,204225.78,7.422,700-739,80-90,20-30,PA,Refinance,Second Home,Single Family,Servicer_A,2023
LN101163,2021-09-01,269985.88,3.088,700-739,70-80,20-30,NC,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101164,2021-08-01,175441.93,2.0,780+,70-80,30-40,SD,Refinance,Primary Residence,Single Family,Servicer_C,2021
LN101165,2018-09-01,1077831.18,4.531,660-699,60-70,30-40,OK,Purchase,Primary Residence,Townhouse,Servicer_A,2018
LN101166,2018-02-01,115160.6,4.049,780+,0-60,30-40,NY,Refinance,Primary Residence,Condominium,Servicer_B,2018
LN101167,2020-10-01,181246.15,2.922,700-739,70-80,20-30,VT,Purchase,Primary Residence,Townhouse,Servicer_A,2020
LN101168,2024-12-01,189294.26,7.326,700-739,70-80,20-30,KY,Purchase,Second Home,Multi Unit,Servicer_C,2024
LN101169,2024-06-01,767955.89,6.821,700-739,70-80,30-40,MN,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN101170,2022-05-01,120951.16,5.766,700-739,90-100,40-50,NH,Refinance,Primary Residence,Condominium,Servicer_A,2022
LN101171,2022-05-01,315992.41,6.127,660-699,80-90,20-30,ND,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101172,2020-09-01,286597.17,3.455,700-739,90-100,20-30,MS,Purchase,Primary Residence,Single Family,Servicer_B,2020
LN101173,2019-03-01,300348.12,4.143,660-699,60-70,20-30,MN,Refinance,Primary Residence,Single Family,Servicer_B,2019
LN101174,2018-01-01,493463.88,5.01,700-739,80-90,20-30,FL,Purchase,Primary Residence,Single Family,Servicer_E,2018
LN101175,2020-05-01,487927.62,2.668,700-739,70-80,40-50,NY,Refinance,Primary Residence,Condominium,Servicer_A,2020
LN101176,2020-03-01,195084.86,3.024,700-739,70-80,30-40,CT,Purchase,Primary Residence,Condominium,Servicer_B,2020
LN101177,2019-05-01,278152.78,4.339,740-779,90-100,20-30,MS,Purchase,Investment,Single Family,Servicer_C,2019
LN101178,2019-10-01,89676.15,4.21,660-699,70-80,20-30,MA,Purchase,Primary Residence,Single Family,Servicer_C,2019
LN101179,2018-03-01,264003.42,4.68,780+,80-90,20-30,RI,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN101180,2022-04-01,161542.25,4.817,740-779,80-90,0-20,MS,Purchase,Primary Residence,Condominium,Servicer_A,2022
LN101181,2024-06-01,225642.21,5.633,780+,0-60,20-30,AL,Purchase,Primary Residence,Single Family,Servicer_E,2024
LN101182,2022-11-01,98939.29,5.521,740-779,80-90,30-40,MT,Purchase,Primary Residence,Single Family,Servicer_E,2022
LN101183,2021-02-01,312355.1,3.47,660-699,70-80,30-40,HI,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101184,2020-12-01,98331.86,3.452,700-739,90-100,0-20,MD,Purchase,Primary Residence,Condominium,Servicer_C,2020
LN101185,2020-02-01,271243.64,3.68,660-699,80-90,30-40,IA,Refinance,Primary Residence,Condominium,Servicer_A,2020
LN101186,2018-12-01,127342.82,4.314,740-779,0-60,30-40,FL,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN101187,2022-03-01,156672.61,4.896,700-739,0-60,20-30,WV,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101188,2021-12-01,471803.97,2.798,660-699,0-60,30-40,IL,Refinance,Primary Residence,Single Family,Servicer_D,2021
LN101189,2018-01-01,345438.9,4.097,780+,70-80,30-40,MT,Purchase,Primary Residence,Condominium,Servicer_A,2018
LN101190,2020-11-01,470371.42,3.781,620-659,0-60,30-40,TN,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN101191,2019-12-01,589521.29,3.79,700-739,80-90,0-20,ME,Refinance,Investment,Condominium,Servicer_A,2019
LN101192,2019-03-01,163432.43,3.631,740-779,70-80,0-20,WA,Purchase,Primary Residence,Multi Unit,Servicer_A,2019
LN101193,2022-12-01,570147.63,6.067,620-659,80-90,20-30,MA,Refinance,Second Home,Single Family,Servicer_B,2022
LN101194,2021-09-01,111657.13,2.735,740-779,60-70,0-20,WV,Purchase,Second Home,Single Family,Servicer_C,2021
LN101195,2022-06-01,376838.27,5.087,740-779,70-80,20-30,MN,Purchase,Investment,Single Family,Servicer_C,2022
LN101196,2022-12-01,190590.12,5.576,620-659,0-60,30-40,AL,Purchase,Second Home,Single Family,Servicer_B,2022
LN101197,2024-11-01,149874.13,7.415,700-739,80-90,0-20,UT,Purchase,Primary Residence,Multi Unit,Servicer_B,2024
LN101198,2023-08-01,350520.55,6.698,660-699,0-60,20-30,UT,Refinance,Investment,Multi Unit,Servicer_D,2023
LN101199,2022-05-01,420390.59,4.802,740-779,0-60,40-50,WI,Purchase,Second Home,Single Family,Servicer_B,2022
LN101200,2024-02-01,413583.13,6.863,620-659,60-70,20-30,CT,Refinance,Primary Residence,Townhouse,Servicer_A,2024
LN101201,2021-05-01,281359.68,2.446,780+,80-90,20-30,TX,Purchase,Primary Residence,Single Family,Servicer_D,2021
LN101202,2024-11-01,268818.77,6.295,780+,0-60,20-30,LA,Refinance,Investment,Single Family,Servicer_C,2024
LN101203,2023-04-01,334032.25,7.156,660-699,70-80,0-20,TX,Refinance,Primary Residence,Condominium,Servicer_B,2023
LN101204,2022-07-01,295459.32,5.72,700-739,80-90,0-20,WI,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101205,2024-04-01,336704.82,7.205,700-739,80-90,30-40,GA,Refinance,Primary Residence,Single Family,Servicer_A,2024
LN101206,2021-08-01,279684.06,3.236,740-779,60-70,20-30,ME,Refinance,Primary Residence,Condominium,Servicer_A,2021
LN101207,2023-01-01,397419.35,6.386,700-739,0-60,20-30,IN,Purchase,Primary Residence,Single Family,Servicer_D,2023
LN101208,2019-12-01,102155.55,3.704,660-699,70-80,0-20,KS,Purchase,Primary Residence,Multi Unit,Servicer_C,2019
LN101209,2024-09-01,232586.11,7.025,620-659,60-70,30-40,NJ,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN101210,2022-05-01,116786.25,4.829,780+,80-90,0-20,MA,Purchase,Investment,Single Family,Servicer_A,2022
LN101211,2023-06-01,291094.23,6.418,700-739,60-70,30-40,NC,Purchase,Primary Residence,Multi Unit,Servicer_A,2023
LN101212,2021-03-01,616786.24,2.488,780+,70-80,20-30,ND,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101213,2024-01-01,192619.03,7.016,700-739,0-60,20-30,HI,Purchase,Primary Residence,Single Family,Servicer_C,2024
LN101214,2018-07-01,268123.99,4.502,780+,70-80,0-20,AZ,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN101215,2018-10-01,378997.12,5.191,620-659,60-70,0-20,PA,Purchase,Investment,Single Family,Servicer_E,2018
LN101216,2021-07-01,80175.13,4.202,620-659,70-80,20-30,GA,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101217,2023-02-01,187597.77,6.003,780+,0-60,30-40,GA,Refinance,Primary Residence,Single Family,Servicer_E,2023
LN101218,2023-08-01,305498.4,6.22,780+,90-100,0-20,NM,Refinance,Second Home,Single Family,Servicer_D,2023
LN101219,2021-01-01,75000.0,3.726,660-699,80-90,20-30,IN,Refinance,Primary Residence,Single Family,Servicer_E,2021
LN101220,2022-07-01,146089.03,4.688,700-739,60-70,20-30,GA,Purchase,Primary Residence,Townhouse,Servicer_E,2022
LN101221,2021-11-01,458029.14,2.533,700-739,0-60,0-20,KS,Purchase,Primary Residence,Townhouse,Servicer_B,2021
LN101222,2024-09-01,434028.07,6.896,700-739,60-70,20-30,NE,Refinance,Primary Residence,Single Family,Servicer_A,2024
LN101223,2022-07-01,307149.91,5.359,660-699,0-60,0-20,TX,Purchase,Second Home,Multi Unit,Servicer_A,2022
LN101224,2020-12-01,406128.5,2.453,780+,60-70,20-30,WY,Purchase,Primary Residence,Townhouse,Servicer_C,2020
LN101225,2024-10-01,281397.5,6.936,660-699,80-90,0-20,OR,Purchase,Primary Residence,Townhouse,Servicer_C,2024
LN101226,2018-10-01,339314.74,4.287,740-779,70-80,20-30,VT,Purchase,Primary Residence,Condominium,Servicer_A,2018
LN101227,2024-11-01,210156.27,7.541,620-659,0-60,20-30,NE,Refinance,Second Home,Single Family,Servicer_D,2024
LN101228,2019-01-01,266442.35,5.146,580-619,70-80,20-30,MA,Purchase,Primary Residence,Single Family,Servicer_D,2019
LN101229,2020-01-01,176559.37,2.511,740-779,60-70,20-30,SD,Refinance,Primary Residence,Townhouse,Servicer_C,2020
LN101230,2023-10-01,500885.11,6.836,700-739,90-100,40-50,KS,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN101231,2023-02-01,577274.91,6.117,740-779,0-60,20-30,SD,Purchase,Primary Residence,Townhouse,Servicer_A,2023
LN101232,2024-10-01,534009.14,7.758,620-659,80-90,30-40,WY,Purchase,Primary Residence,Condominium,Servicer_B,2024
LN101233,2023-03-01,199736.92,6.613,780+,80-90,0-20,MD,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN101234,2022-06-01,147951.6,4.65,740-779,0-60,20-30,NY,Refinance,Primary Residence,Single Family,Servicer_C,2022
LN101235,2020-06-01,504615.34,2.0,780+,0-60,0-20,SC,Purchase,Primary Residence,Multi Unit,Servicer_B,2020
LN101236,2018-01-01,337177.63,5.266,620-659,70-80,20-30,SC,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN101237,2018-11-01,299520.33,4.471,700-739,80-90,30-40,HI,Purchase,Primary Residence,Condominium,Servicer_B,2018
LN101238,2020-02-01,176436.89,3.317,700-739,70-80,30-40,WI,Refinance,Primary Residence,Multi Unit,Servicer_C,2020
LN101239,2018-04-01,315947.49,4.313,700-739,70-80,20-30,MT,Refinance,Primary Residence,Single Family,Servicer_B,2018
LN101240,2021-07-01,137628.49,3.114,660-699,80-90,30-40,AZ,Purchase,Investment,Single Family,Servicer_E,2021
LN101241,2023-06-01,354318.14,7.656,620-659,80-90,0-20,CO,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN101242,2024-09-01,533707.86,7.547,700-739,70-80,0-20,OR,Refinance,Primary Residence,Townhouse,Servicer_E,2024
LN101243,2021-06-01,613104.85,3.435,660-699,70-80,30-40,MI,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101244,2024-02-01,369130.1,7.081,700-739,80-90,0-20,CO,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN101245,2024-11-01,116903.53,7.098,660-699,60-70,0-20,NE,Purchase,Primary Residence,Single Family,Servicer_E,2024
LN101246,2024-01-01,278660.02,6.765,660-699,80-90,40-50,NJ,Purchase,Second Home,Single Family,Servicer_D,2024
LN101247,2021-04-01,811014.45,2.173,740-779,0-60,40-50,AR,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101248,2020-04-01,155046.42,2.257,700-739,60-70,30-40,LA,Purchase,Primary Residence,Single Family,Servicer_D,2020
LN101249,2024-11-01,241993.55,7.559,700-739,80-90,20-30,MS,Purchase,Primary Residence,Townhouse,Servicer_B,2024
LN101250,2019-09-01,543972.84,4.298,700-739,60-70,30-40,SC,Purchase,Primary Residence,Single Family,Servicer_D,2019
LN101251,2020-11-01,351034.52,2.778,740-779,0-60,0-20,NC,Purchase,Primary Residence,Townhouse,Servicer_A,2020
