loan_id,reporting_month,rule_id,relationship,affected_columns,observed_values,severity,description
LN100135,2021-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100135,2021-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100137,2018-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100137,2018-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100139,2024-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100141,2021-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100143,2024-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100145,2025-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100147,2020-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100149,2018-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100151,2020-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100153,2024-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100154,2021-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100155,2025-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100156,2019-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100156,2020-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100156,2023-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100156,2024-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100157,2023-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100158,2022-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100158,2023-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100160,2025-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100161,2023-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100161,2025-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100163,2025-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100164,2024-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100169,2019-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100172,2023-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100176,2023-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100177,2020-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100180,2025-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100181,2020-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100185,2022-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100185,2024-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100185,2024-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100185,2026-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100187,2021-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100188,2022-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100188,2024-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100189,2023-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100190,2025-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100194,2024-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100195,2024-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100198,2020-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100198,2023-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100200,2021-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100200,2023-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=30,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100201,2025-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100204,2021-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100209,2023-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100211,2023-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100213,2022-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100215,2020-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100217,2020-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100218,2023-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100218,2024-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100222,2022-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100222,2023-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100226,2025-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100229,2022-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100229,2023-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100235,2025-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100237,2021-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100238,2022-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100238,2025-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100242,2019-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100243,2025-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100245,2020-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=30,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100246,2025-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100247,2021-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100247,2022-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100251,2021-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100255,2021-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100255,2022-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100258,2019-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100258,2020-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100258,2022-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100258,2023-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100261,2022-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100262,2020-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100265,2024-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100268,2022-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=30,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100269,2026-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100270,2022-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100274,2021-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100275,2021-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100276,2021-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100278,2020-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100281,2021-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100282,2024-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100283,2022-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100283,2025-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100286,2019-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100286,2019-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100286,2020-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100286,2021-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100287,2022-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100289,2023-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100294,2022-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100298,2020-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100298,2021-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100298,2022-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100303,2024-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100303,2026-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=30,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100303,2026-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100304,2023-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100304,2023-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100304,2024-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100305,2019-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100307,2022-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100307,2025-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100310,2023-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100314,2020-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100315,2023-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100316,2024-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100316,2025-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=30,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100320,2023-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100320,2024-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
